Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Collection,Collection Per Capita Served,Total Operating Income,Wages & Salaries Expenditures
2013,Plainfield - Aldrich,Windham,P,162,15267,7398,0.5,2235,0.15,520,0,15643,1,51,924,15698,1,59427,30222
2013,Plainville,Hartford,P,119,17819,129915,7.3,6252,0.35,8421,0.5,169385,9.5,280,8365,97250,5.5,657277,409539
2013,Plymouth - Terryville,Litchfield,P,142,12089,85000,7,4030,0.33,5740,0.5,64056,5.3,454,6528,65217,5.4,451053,263195
2013,Pomfret,Windham,P,111,4217,13444,3.2,1746,0.41,1040,0.2,20411,4.8,156,1330,19588,4.6,87358,61080
2013,Portland,Middlesex,P,105,9472,81735,8.6,4018,0.42,10702,1.1,147477,15.6,314,6998,78222,8.3,665873,456401
2013,Preston,New London,P,114,4753,18132,3.8,2470,0.52,529,0.1,32959,6.9,118,1894,33133,7,140311,83339
2013,Prospect,New Haven,P,109,9642,31000,3.2,4604,0.48,7800,0.8,50131,5.2,134,1253,48364,5,256530,157116
2013,Putnam,Windham,P,150,9491,66784,7,5313,0.56,5255,0.6,83792,8.8,450,9729,39317,4.1,428216,231304
2013,Redding - Mark Twain,Fairfield,P,14,9299,80188,8.6,5300,0.57,3509,0.4,130070,14,332,7353,61035,6.6,754992,376267
2013,Ridgefield,Fairfield,P,,,,,,,,,,,,,,,,
2013,Rocky Hill-Cora Belden,Hartford,P,59,19729,150049,7.6,7723,0.39,21216,1.1,250372,12.7,507,11266,58384,3,926128,728577
2013,Roxbury - Minor,Litchfield,P,6,2237,20985,9.4,1148,0.51,5156,2.3,16631,7.4,117,2412,39628,17.7,262242,108045
2013,Salem,New London,P,97,6826,32000,4.7,3751,0.55,670,0.1,57625,8.4,396,6204,32377,4.7,238659,95144
2013,Salisbury - Scoville,Litchfield,P,13,3701,47408,12.8,2518,0.68,3335,0.9,73321,19.8,360,7929,36695,9.9,504661,225239
2013,Scotland,Windham,P,136,1710,9900,5.8,775,0.45,78,0,24415,14.3,212,1278,17144,10,54112,32795
2013,Seymour,New Haven,P,126,16561,137091,8.3,13332,0.81,4810,0.3,82895,5,123,3280,80378,4.9,641683,268060
2013,Sharon - Hotchkiss,Litchfield,P,9,2747,23000,8.4,1963,0.71,1800,0.7,19158,7,77,2549,12842,4.7,265988,99325
2013,Shelton - Plumb,Fairfield,P,56,40261,172000,4.3,14329,0.36,7430,0.2,242034,6,1127,18543,151816,3.8,1084709,725925
2013,Sherman,Fairfield,P,24,3648,11500,3.2,1963,0.54,1000,0.3,17260,4.7,132,1488,26912,7.4,184395,98187
2013,Simsbury,Hartford,P,47,23620,254745,10.8,13380,0.57,59085,2.5,461477,19.5,1010,27934,153179,6.5,1406793,1014498
2013,Somers,Tolland,P,134,11451,71984,6.3,3994,0.35,4760,0.4,89279,7.8,279,5019,62773,5.5,441831,261658
2013,South Windsor,Hartford,P,73,25835,213093,8.2,11531,0.45,14118,0.5,272858,10.6,531,9772,145624,5.6,1622042,782613
2013,Southbury,New Haven,P,50,19877,186363,9.4,9675,0.49,7938,0.4,343046,17.3,611,14554,102745,5.2,655052,447878
2013,Southington,Hartford,P,98,43434,312670,7.2,18972,0.44,112689,2.6,353720,8.1,329,13267,137319,3.2,1370898,941668
2013,Sprague,New London,P,151,2988,2132,0.7,1661,0.56,671,0.2,10602,3.5,183,678,11863,4,67931,54228
2013,Stafford,Tolland,P,143,11987,70512,5.9,5243,0.44,3968,0.3,82029,6.8,876,6852,56088,4.7,555838,300065
2013,Stamford - Ferguson,Fairfield,P,26,125109,735843,5.9,79020,0.63,139558,1.1,953268,7.6,1889,47592,513647,4.1,8387669,4579887
2013,Sterling,Windham,P,152,3799,6749,1.8,1318,0.35,820,0.2,39592,10.4,82,842,30709,8.1,77136,42242
2013,Stonington,New London,P,43,18556,40350,2.2,5178,0.28,4597,0.2,57614,3.1,285,7751,38988,2.1,421454,219509
2013,Stratford,Fairfield,P,95,52077,231767,4.5,22753,0.44,56848,1.1,438440,8.4,1341,41056,169418,3.3,3015468,1707381
2013,Suffield - Kent,Hartford,P,94,15868,79739,5,6886,0.43,,,110271,6.9,540,5657,83270,5.2,459356,318071
2013,Thomaston,Litchfield,P,131,7788,75000,9.6,3208,0.41,7450,1,80528,10.3,504,9292,46628,6,350603,208554
2013,Thompson,Windham,P,144,9373,52559,5.6,6099,0.65,14559,1.6,69022,7.4,367,6668,57341,6.1,373585,269571
2013,Tolland,Tolland,P,88,14964,77231,5.2,6342,0.42,9929,0.7,123482,8.3,213,4484,65103,4.4,420012,317870
2013,Torrington,Litchfield,P,154,35808,76325,2.1,11639,0.33,3744,0.1,105902,3,343,7974,55241,1.5,677909,359128
2013,Trumbull,Fairfield,P,41,36514,274786,7.5,19070,0.52,19253,0.5,468046,12.8,602,10870,170934,4.7,1720647,1142980
2013,Union,Tolland,P,60,852,8000,9.4,430,0.5,40,0,4670,5.5,88,1426,12930,15.2,36959,15042
2013,Vernon - Rockville,Tolland,P,149,29122,110201,3.8,16054,0.55,1886,0.1,106226,3.6,196,6801,79300,2.7,929954,462610
2013,Voluntown,New London,P,133,2611,8615,3.3,2143,0.82,44,0,22165,8.5,71,505,21538,8.2,70465,40034
2013,Wallingford,New Haven,P,87,45179,474240,10.5,26476,0.59,82590,1.8,669009,14.8,712,25555,244711,5.4,2975186,1583679
2013,Warren,Litchfield,P,15,1447,3493,2.4,459,0.32,40,0,8497,5.9,86,939,11526,8,55769,27274
2013,Washington - Gunn,Litchfield,P,8,3534,47877,13.5,2504,0.71,7280,2.1,62806,17.8,233,6739,48109,13.6,475770,205497
2013,Waterbury - Silas Bron.,New Haven,P,164,109915,266458,2.4,15578,0.14,11189,0.1,173135,1.6,289,4134,262536,2.4,2170915,1519196
2013,Waterford,New London,P,37,19533,183320,9.4,6866,0.35,34033,1.7,236618,12.1,398,10958,80863,4.1,1403066,882063
2013,Watertown,Litchfield,P,108,22261,67811,3,10678,0.48,53622,2.4,80297,3.6,100,3735,77993,3.5,755454,402229
2013,West Hartford,Hartford,P,82,63274,520340,8.2,26360,0.42,66085,1,834003,13.2,1167,28049,240174,3.8,3108672,2282994
2013,West Haven,New Haven,P,160,55404,115000,2.1,20635,0.37,28202,0.5,152042,2.7,628,5568,121724,2.2,1689186,875751
2013,Westbrook,Middlesex,P,32,6914,45000,6.5,3967,0.57,11788,1.7,46584,6.7,475,8269,51877,7.5,384058,229667
2013,Weston,Fairfield,P,5,10350,57614,5.6,4182,0.4,8424,0.8,50573,4.9,256,6846,50436,4.9,421220,270229
2013,Westport,Fairfield,P,3,27068,444560,16.4,17634,0.65,210851,7.8,810193,29.9,1597,59701,183989,6.8,5186376,3107566
2013,Wethersfield,Hartford,P,92,26710,184206,6.9,13120,0.49,60406,2.3,358819,13.4,604,17361,110822,4.1,1793707,1056391
2013,Willington,Tolland,P,123,5994,21000,3.5,4152,0.69,18000,3,44478,7.4,49,4978,44511,7.4,156272,95659
2013,Wilton,Fairfield,P,7,18617,261317,14,10703,0.57,38590,2.1,332721,17.9,962,30079,136082,7.3,3229398,1525670
2013,Winchester - Beardsley,Litchfield,N,135,16291,25202,1.5,6182,0.38,872,0.1,54625,3.4,484,2924,51528,3.2,320038,159737
2013,Windham - Guilford Sm,Windham,P,168,,7564,15.3,353,0.71,208,0.4,7750,15.7,82,1354,10494,21.2,43310,27500
2013,Windham - Willimantic,Windham,N,168,25091,140000,5.6,11276,0.45,3120,0.1,97725,3.9,136,2827,52469,2.1,739713,404068
2013,Windham - Windham Free,Windham,P,168,,9000,0.4,836,0.03,825,0,9598,0.4,85,2134,7869,0.3,69922,25607
2013,Windsor,Hartford,P,84,29140,276814,9.5,11464,0.39,67890,2.3,284718,9.8,835,17356,163532,5.6,1582559,846607
2013,Windsor Locks,Hartford,P,96,12546,57000,4.5,4974,0.4,5000,0.4,84849,6.8,217,2533,58811,4.7,475480,258140
2013,Wolcott,New Haven,P,115,16724,57246,3.4,5681,0.34,3155,0.2,73376,4.4,172,2698,60861,3.6,468831,296977
2013,Woodbridge,New Haven,P,28,8965,47000,5.2,4947,0.55,6688,0.7,182585,20.4,512,8222,84207,9.4,800015,516280
2013,Woodbury,Litchfield,P,40,9848,64000,6.5,4952,0.5,7500,0.8,129148,13.1,565,11342,100816,10.2,658155,336578
2013,Woodstock - Bracken,Windham,N,113,7904,5920,0.7,1372,0.17,2910,0.4,6843,0.9,22,275,18939,2.4,12940,4706
2013,Woodstock - May,Windham,N,113,,2085,0.3,530,0.07,104,0,4321,0.5,36,260,9857,1.2,24243,6694
2013,Woodstock - North,Windham,N,113,,2100,0.3,352,0.04,49,0,6466,0.8,,,12079,1.5,16146,6186
2013,Woodstock - West,Windham,N,113,,2816,1.4,1119,0.56,16,0,7299,3.6,67,325,9071,4.5,21115,6761
2014,Andover,Tolland,P,107,3273,11092,3.4,2916,0.89,1205,0.4,20171,6.2,116,1185,21888,6.7,114740,67215
2014,Ansonia,New Haven,P,161,19020,87000,4.6,11151,0.59,16537,0.9,107578,5.7,788,7001,95271,5,527790,404681
2014,Ashford-Babcock,Windham,P,130,4281,14799,3.5,2014,0.47,1989,0.5,39215,9.2,267,5444,29055,6.8,180533,121563
2014,Avon,Hartford,P,26,18386,155592,8.5,9111,0.5,30222,1.6,297237,16.2,935,20902,107976,5.9,1491713,823130
2014,Beacon Falls,New Haven,P,121,6052,15221,2.5,2176,0.36,2050,0.3,31027,5.1,261,3862,18359,3,277300,123838
2014,Berlin - East Berlin,Hartford,N,60,,1200,0.1,258,0.01,119,0,1748,0.1,,,8017,0.4,5999,3757
2014,Berlin Free,Hartford,N,60,,3413,0.2,829,0.04,27,0,7854,0.4,400,3092,23341,1.1,42181,18000
2014,Berlin-Peck,Hartford,P,60,20590,104461,5.1,6930,0.34,15665,0.8,182030,8.8,405,8648,97611,4.7,975072,608321
2014,Bethany - Clark,New Haven,P,47,5540,8870,1.6,3155,0.57,811,0.1,23412,4.2,181,2062,43568,7.9,215887,117414
2014,Bethel,Fairfield,P,77,19264,136270,7.1,14606,0.76,19019,1,154796,8,257,6361,123810,6.4,826649,619134
2014,Bethlehem,Litchfield,P,63,3553,12408,3.5,2270,0.64,2100,0.6,14706,4.1,116,976,17625,5,135851,88555
2014,Bloomfield - Prosser,Hartford,P,72,20673,159189,7.7,8454,0.41,20961,1,209868,10.2,963,16924,132336,6.4,1594929,1145139
2014,Bolton - Bentley,Tolland,P,75,4948,50000,10.1,1850,0.37,2985,0.6,39598,8,48,650,48077,9.7,240419,184836
2014,Branford - Blackstone,New Haven,P,48,27988,189784,6.8,10048,0.36,75203,2.7,214902,7.7,672,17620,75213,2.7,1433100,778032
2014,Branford - Willoughby,New Haven,N,48,,29119,1,2492,0.09,9344,0.3,31196,1.1,194,5448,21198,0.8,225215,159782
2014,Bridgeport,Fairfield,P,165,147216,411428,2.8,34976,0.24,99656,0.7,485909,3.3,1191,24501,454873,3.1,6995898,3060665
2014,Bridgewater - Burnham,Litchfield,P,13,1696,20595,12.1,845,0.5,700,0.4,16780,9.9,345,4384,32911,19.4,125021,79324
2014,Bristol,Hartford,P,140,60568,350500,5.8,18371,0.3,16766,0.3,311455,5.1,1470,34597,213151,3.5,2199248,1402031
2014,Brookfield,Fairfield,P,32,16860,98988,5.9,11264,0.67,4342,0.3,147721,8.8,552,9617,64716,3.8,641929,451256
2014,Brooklyn,Windham,P,156,8280,12009,1.5,2393,0.29,856,0.1,17330,2.1,71,1642,23817,2.9,125615,76434
2014,Burlington,Hartford,P,67,9494,42906,4.5,4033,0.42,3276,0.3,74043,7.8,345,4898,58435,6.2,343361,200236
2014,Canaan - David Hunt,Litchfield,P,40,1214,17992,14.8,970,0.8,982,0.8,13728,11.3,348,4453,23196,19.1,143626,68974
2014,Canterbury,Windham,P,135,5096,36271,7.1,2290,0.45,2373,0.5,47226,9.3,259,3564,20081,3.9,135129,95494
2014,Canton,Hartford,P,51,10357,97050,9.4,4086,0.39,17926,1.7,160233,15.5,445,9059,77468,7.5,601368,453814
2014,Chaplin,Windham,P,136,2276,6420,2.8,1610,0.71,875,0.4,7128,3.1,65,640,17491,7.7,88871,32950
2014,Cheshire,New Haven,P,74,29150,169268,5.8,10709,0.37,33100,1.1,419438,14.4,660,16921,131809,4.5,1704347,1293686
2014,Chester,Middlesex,P,54,4343,18632,4.3,1641,0.38,2368,0.5,30694,7.1,112,1743,20898,4.8,126407,95338
2014,Clinton - Henry C. Hull,Middlesex,P,61,13180,110805,8.4,9795,0.74,48090,3.6,259334,19.7,541,10940,83878,6.4,885079,497852
2014,Colchester - Cragin,New London,P,120,16210,86225,5.3,8234,0.51,9872,0.6,139374,8.6,554,9388,61006,3.8,566375,377596
2014,Columbia - S.B. Little,Tolland,P,94,5460,32985,6,3454,0.63,,,68633,12.6,256,3321,60205,11,353667,197517
2014,Cornwall,Litchfield,P,11,1412,17400,12.3,824,0.58,1040,0.7,21540,15.3,239,3463,32611,23.1,164994,64532
2014,Coventry - Booth Dim,Tolland,P,122,12411,48700,3.9,7264,0.59,4741,0.4,96926,7.8,292,3505,52415,4.2,416063,246469
2014,Cromwell,Middlesex,P,76,14178,115022,8.1,5593,0.39,5962,0.4,101127,7.1,216,3956,82111,5.8,552698,427469
2014,Danbury,Fairfield,P,119,83684,375586,4.5,24856,0.3,78643,0.9,575198,6.9,765,14460,100714,1.2,1986041,1557489
2014,Darien,Fairfield,P,3,21330,361833,17,13663,0.64,89018,4.2,662493,31.1,1537,51776,134535,6.3,4496306,2066509
2014,Deep River,Middlesex,P,82,4589,30000,6.5,3246,0.71,2500,0.5,34479,7.5,185,1966,37643,8.2,229516,113365
2014,Derby,New Haven,P,152,12801,98500,7.7,8162,0.64,7200,0.6,59645,4.7,565,9412,73871,5.8,497044,305211
2014,Derby - Derby Neck,New Haven,N,152,,55329,4.3,3224,0.25,7698,0.6,57527,4.5,545,12197,63845,5,550262,237479
2014,Durham,Middlesex,P,69,7361,69067,9.4,3831,0.52,3900,0.5,162193,22,343,6012,64814,8.8,518668,340960
2014,East Granby,Hartford,P,58,5212,63718,12.2,4326,0.83,4258,0.8,51011,9.8,275,4417,41671,8,306679,157650
2014,East Haddam,Middlesex,P,78,9147,40972,4.5,4021,0.44,900,0.1,52229,5.7,366,3785,48005,5.2,318123,235737
2014,East Hampton,Middlesex,P,108,12912,127651,9.9,7421,0.57,8482,0.7,141078,10.9,427,13781,78351,6.1,412963,274280
2014,East Hartford,Hartford,P,160,51199,76250,1.5,12314,0.24,8239,0.2,113898,2.2,304,6834,198630,3.9,916319,695284
2014,East Haven - Hagaman,New Haven,P,142,29121,122510,4.2,9263,0.32,21586,0.7,116672,4,754,16192,67366,2.3,820417,438706
2014,East Lyme,New London,P,64,18937,93756,5,7860,0.42,6191,0.3,175231,9.3,582,3598,141422,7.5,1077376,628995
2014,East Windsor - Warehouse,Hartford,P,113,11406,34526,3,2653,0.23,17211,1.5,48615,4.3,107,2177,40192,3.5,352169,189401
2014,Eastford,Windham,P,108,1736,4518,2.6,812,0.47,150,0.1,6733,3.9,38,659,18409,10.6,46355,29087
2014,Easton,Fairfield,P,15,7616,56255,7.4,2546,0.33,9500,1.2,87477,11.5,385,5596,71066,9.3,601238,368400
2014,Ellington - Hall,Tolland,P,106,15786,117902,7.5,11948,0.76,3226,0.2,141249,8.9,225,5895,67573,4.3,750714,444577
2014,Enfield,Hartford,P,137,44748,261669,5.8,18342,0.41,31178,0.7,309780,6.9,338,20958,141271,3.2,1657264,1062140
2014,Essex,Middlesex,P,20,6633,63578,9.6,2457,0.37,4850,0.7,68278,10.3,460,11195,43882,6.6,554658,337234
2014,Essex - Ivoryton,Middlesex,N,,,,,,,,,,,,,,,,
2014,Fairfield,Fairfield,P,22,60855,558999,9.2,32372,0.53,114582,1.9,956590,15.7,1769,39572,310662,5.1,4363418,2501350
2014,Fairfield - Pequot,Fairfield,N,22,,90000,9,1134,0.11,4000,0.4,38261,3.8,495,29901,115312,11.5,1118657,576429
2014,Farmington,Hartford,P,29,25613,199874,7.8,19543,0.76,44319,1.7,428862,16.7,1123,26376,209890,8.2,2489758,1388661
2014,Franklin - Janet Carlson,New London,P,98,1987,6557,3.3,1337,0.67,174,0.1,7640,3.8,276,4095,21575,10.9,66853,41857
2014,Glastonbury - East,Hartford,N,39,,4049,0.1,320,0.01,,,7211,0.2,2,15,13381,0.4,18115,
2014,Glastonbury - Welles-T.,Hartford,P,39,34768,301865,8.7,16425,0.47,17702,0.5,452381,13,674,11962,144203,4.1,1742790,836508
2014,Goshen,Litchfield,P,28,2945,11874,4,2854,0.97,274,0.1,24699,8.4,170,1575,30638,10.4,150208,105760
2014,Granby,Hartford,P,66,11323,62895,5.6,7804,0.69,15100,1.3,130635,11.5,395,4053,70304,6.2,489813,362960
2014,Greenwich,Fairfield,P,1,62396,671836,10.8,34321,0.55,173931,2.8,1271646,20.4,1557,51512,446777,7.2,10589582,5669285
2014,Greenwich - Perrot,Fairfield,N,1,,175273,11.7,6319,0.42,38915,2.6,236249,15.7,457,14161,70746,4.7,1594022,1048424
2014,Griswold - Slater,New London,P,147,16307,32414,2,5855,0.36,2200,0.1,36869,2.3,79,1773,27436,1.7,123543,82942
2014,Groton,New London,P,102,40176,218718,5.4,14663,0.36,39312,1,354749,8.8,830,20971,146725,3.7,1690875,1315895
2014,Groton - Bill,New London,N,102,10000,24326,2.4,1235,0.12,1493,0.1,17667,1.8,159,1266,20056,2,193666,134696
2014,Groton - Mystic,New London,N,102,,84000,2.1,3020,0.08,1980,0,75108,1.9,473,6414,44545,1.1,513340,256356
2014,Guilford,New Haven,P,30,22417,133023,5.9,16000,0.71,10385,0.5,295682,13.2,3482,30977,107894,4.8,1336024,830736
2014,Haddam - Brainerd,Middlesex,P,68,8363,39677,4.7,3915,0.47,976,0.1,60004,7.2,226,2439,50244,6,427387,223174
2014,Hamden,New Haven,P,128,61607,229110,3.7,21361,0.35,36429,0.6,412223,6.7,450,8030,182598,3,1980649,1486165
2014,Hampton - Fletcher,Windham,P,126,1868,1901,1,1005,0.54,,,3275,1.8,1,40,16147,8.6,55478,10081
2014,Hartford,Hartford,P,169,125017,833276,6.7,56566,0.45,118915,1,531393,4.3,7070,129961,464204,3.7,9846929,4996627
2014,Hartland,Hartford,P,105,2131,1072,0.5,668,0.31,,,1737,0.8,7,104,5969,2.8,8032,
2014,Harwinton,Litchfield,P,79,5593,23085,4.1,2494,0.45,1251,0.2,43441,7.8,231,3801,40322,7.2,187980,139670
2014,Hebron - Douglas,Tolland,P,104,9588,51062,5.3,5287,0.55,2508,0.3,59455,6.2,141,4049,43170,4.5,389340,207838
2014,Kent,Litchfield,P,19,2939,43313,14.7,1192,0.41,647,0.2,30638,10.4,433,6186,29635,10.1,262039,154606
2014,Killingly,Windham,P,150,17233,82171,4.8,6079,0.35,1158,0.1,95793,5.6,445,9992,85040,4.9,629697,348117
2014,Killingworth,Middlesex,P,49,6490,27541,4.2,2713,0.42,1656,0.3,53641,8.3,571,5498,31802,4.9,321828,167837
2014,Lebanon - JonTrumbull,New London,P,112,7319,42000,5.7,2507,0.34,2876,0.4,79891,10.9,193,4045,53350,7.3,310164,154805
2014,Ledyard,New London,P,114,15094,78666,5.2,6162,0.41,7593,0.5,150364,10,482,10095,80174,5.3,595037,428201
2014,Litchfield - OWL,Litchfield,P,45,8333,82201,9.9,4371,0.52,7177,0.9,156360,18.8,442,15279,75891,9.1,712645,383649
2014,Lyme,New London,P,9,2401,15896,6.6,1146,0.48,729,0.3,15101,6.3,72,547,26028,10.8,200224,102538
2014,Madison - E.C.Scranton,New Haven,P,25,18297,85319,4.7,9202,0.5,17316,0.9,207450,11.3,915,12831,113277,6.2,1497930,709176
2014,Manchester,Hartford,P,129,58211,351501,6,27027,0.46,53515,0.9,864618,14.9,853,22707,244218,4.2,2954246,1629089
2014,Mansfield,Tolland,P,159,25774,79613,3.1,5074,0.2,12395,0.5,208531,8.1,375,10052,78132,3,816862,514930
2014,Marlborough-Richmond,Hartford,P,83,6431,54467,8.5,2622,0.41,5348,0.8,111115,17.3,203,4308,47451,7.4,373201,206601
2014,Meriden,New Haven,P,155,60456,312442,5.2,20098,0.33,59000,1,252785,4.2,1379,15661,214867,3.6,2142543,1615298
2014,Middlebury,New Haven,P,38,7571,50700,6.7,3048,0.4,4320,0.6,72368,9.6,606,5109,66866,8.8,438921,252285
2014,Middlefield - Levi Coe,Middlesex,P,86,4425,12193,2.8,1567,0.35,2265,0.5,30101,6.8,102,1221,19863,4.5,304758,138797
2014,Middletown - Russell,Middlesex,P,132,47333,292781,6.2,,,45477,1,455196,9.6,657,13668,201673,4.3,2988819,2450047
2014,Milford,New Haven,P,85,53137,149465,2.8,31110,0.59,58510,1.1,276161,5.2,443,17939,145237,2.7,1597949,802746
2014,Monroe - Edith Wheeler,Fairfield,P,46,19834,120118,6.1,12896,0.65,16200,0.8,169740,8.6,599,14835,93846,4.7,845450,476813
2014,Montville - Raymond,New London,P,138,19713,14404,0.7,4803,0.24,190,0,36399,1.8,16,552,21044,1.1,81836,76690
2014,Morris,Litchfield,P,43,2345,9806,4.2,1065,0.45,650,0.3,17848,7.6,112,1306,15839,6.8,109945,72070
2014,Naugatuck - Howard W.,New Haven,P,154,31707,122468,3.9,8730,0.28,16030,0.5,73859,2.3,485,8628,61304,1.9,807618,409304
2014,New Britain,Hartford,P,168,72939,274819,3.8,28538,0.39,64762,0.9,393189,5.4,1290,24667,220951,3,3036254,1485153
2014,New Canaan,Fairfield,P,2,20194,219646,10.9,14793,0.73,39940,2,419380,20.8,776,21822,168817,8.4,3045977,1581978
2014,New Fairfield,Fairfield,P,53,14145,87389,6.2,8109,0.57,5928,0.4,117081,8.3,287,6969,48208,3.4,492962,411771
2014,New Hartford - Bakerville,Litchfield,P,71,,8000,1.2,1528,0.22,500,0.1,20288,2.9,21,117,16182,2.3,90966,35490
2014,New Hartford-Licia M.B.,Litchfield,P,71,6886,61500,8.9,3100,0.45,8150,1.2,77438,11.2,158,2482,65254,9.5,347174,166210
2014,New Haven,New Haven,P,166,130660,618821,4.7,38787,0.3,78852,0.6,369965,2.8,2060,39795,457371,3.5,4042772,2543328
2014,New London,New London,P,163,27545,145016,5.3,13612,0.49,35178,1.3,58281,2.1,619,5519,79418,2.9,684436,322522
2014,New Milford,Litchfield,P,65,27767,168954,6.1,9732,0.35,15353,0.6,252113,9.1,695,12394,104921,3.8,1085523,599878
2014,Newington - Lucy Welles,Hartford,P,110,30756,208863,6.8,11566,0.38,60224,2,378065,12.3,947,31355,175114,5.7,2508977,1329804
2014,Newtown - Cyr.Booth,Fairfield,P,42,28113,141540,5,13306,0.47,10492,0.4,182461,6.5,551,10138,122100,4.3,1485438,732009
2014,Norfolk,Litchfield,P,33,1678,28554,17,1444,0.86,2600,1.5,21996,13.1,119,3852,36971,22,412494,178299
2014,North Branford,New Haven,P,95,14353,54200,3.8,5450,0.38,7208,0.5,99669,6.9,424,9818,81581,5.7,621663,394918
2014,North Canaan - Douglas,Litchfield,P,123,3241,15953,4.9,890,0.27,500,0.2,21893,6.8,199,1680,20255,6.2,125518,78172
2014,North Haven,New Haven,P,56,23939,63180,2.6,10642,0.44,12585,0.5,161685,6.8,578,11430,108221,4.5,952547,628718
2014,North Stonington-Wheeler,New London,P,62,5291,31200,5.9,2606,0.49,1300,0.2,46863,8.9,123,3233,26836,5.1,136491,73394
2014,Norwalk,Fairfield,N,36,87776,391671,4.5,35738,0.41,46870,0.5,534854,6.1,2050,31058,269140,3.1,3408957,2617926
2014,Norwalk - East,Fairfield,N,36,,6240,0.8,2535,0.32,1405,0.2,48484,6.1,23,1274,30135,3.8,192100,92747
2014,Norwalk - Rowayton,Fairfield,P,36,,41649,0.5,2662,0.03,4492,0.1,49883,0.6,324,8018,32559,0.4,298836,170295
2014,Norwich - Otis,New London,P,158,40347,157121,3.9,39207,0.97,9776,0.2,131182,3.3,536,12123,89247,2.2,1300171,708768
2014,Old Lyme - Phoebe,New London,P,17,7592,55000,7.2,3934,0.52,3892,0.5,68428,9,437,7409,47415,6.2,653227,357560
2014,Old Saybrook - Acton,Middlesex,P,24,10246,128919,12.6,6133,0.6,7825,0.8,148612,14.5,421,8149,70214,6.9,683483,436049
2014,Orange - Case,New Haven,P,44,13953,101364,7.3,4788,0.34,16258,1.2,154464,11.1,269,9212,120174,8.6,635853,404230
2014,Oxford,New Haven,P,52,12874,32400,2.5,3951,0.31,3287,0.3,42272,3.3,387,6235,32847,2.6,250257,193827
2014,Plainfield - Aldrich,Windham,P,157,15228,8672,0.6,2854,0.19,545,0,15506,1,59,858,16000,1.1,60976,27932
2014,Plainville,Hartford,P,131,17820,156910,8.8,6322,0.35,8322,0.5,175071,9.8,394,11642,100104,5.6,699574,415688
2014,Plymouth - Terryville,Litchfield,P,143,12047,82000,6.8,3770,0.31,6105,0.5,61377,5.1,437,6601,66494,5.5,452575,263195
2014,Pomfret,Windham,P,117,4198,12030,2.9,1750,0.42,580,0.1,17923,4.3,155,1624,19671,4.7,94519,64085
2014,Portland,Middlesex,P,99,9456,84357,8.9,4736,0.5,6828,0.7,143418,15.2,294,7099,81189,8.6,678871,470102
2014,Preston,New London,P,116,4755,17133,3.6,2174,0.46,831,0.2,23228,4.9,107,1736,34181,7.2,141764,92484
2014,Prospect,New Haven,P,87,9671,31500,3.3,4350,0.45,7900,0.8,42816,4.4,133,2155,47722,4.9,264885,165572
2014,Putnam,Windham,P,151,9465,67056,7.1,5337,0.56,3120,0.3,88853,9.4,342,7374,40531,4.3,433774,235573
2014,Redding - Mark Twain,Fairfield,P,14,9312,79600,8.5,5245,0.56,3600,0.4,130739,14,364,7759,63400,6.8,786342,373588
2014,Ridgefield,Fairfield,P,10,25164,64542,2.6,9930,0.39,11820,0.5,299225,11.9,594,15305,94801,3.8,2198093,1290977
2014,Rocky Hill-Cora Belden,Hartford,P,81,19915,164111,8.2,7525,0.38,23545,1.2,253340,12.7,615,12997,58940,3,969260,767267
2014,Roxbury - Minor,Litchfield,P,6,2229,17340,7.8,973,0.44,5298,2.4,15590,7,110,2246,41654,18.7,229334,109035
2014,Salem,New London,P,80,6840,32300,4.7,2605,0.38,723,0.1,59702,8.7,345,4621,34009,5,232725,97080
2014,Salisbury - Scoville,Litchfield,P,12,3693,45305,12.3,2761,0.75,3835,1,65950,17.9,314,7149,36268,9.8,429722,228972
2014,Scotland,Windham,P,141,1699,9383,5.5,785,0.46,56,0,21524,12.7,202,1326,17506,10.3,55948,33674
